kaBP,depth,accrate,Erica,Allophylus,Acacia,Combretum,Commiphora,Cussonia,Dobera,Lannea,Macaranga,Olea,Podocarpus,Phoenix,Rhus,Securinega,Teclea,Zanthoxylum,Melastomataceae,Cassia,Capparidaceae,Maytenus,Acalypha,Euphorbia,Euphorbiacea,Phyllantus,Tamarindus,Buxus,Psydrax,Celastraceae,Celtis,Alchornea,Dodonaea,Ekebergia,Ephedra,Ficus,Ilex,Clematis,Euclea,Hagenia,Juniperus,Myrica,Myrsine,Rapanea,Rosa,Schefflera,Hypoestes,Hypericum,Anthospermum,Alchemilla,Aloe,Chenopodiaceae,Artemisia,Cichoroideae,Aster,Asteroideae,Carduus,Cerastium,Cerealia,Plantago,Poaceae,Asteraceae,Vernonia,Rumex,Polygonum,Solanum,Tribulus,Apiaceae,Urticaceae,Ziziphus,Brucea,Ricinus,Sapotaceae,Iridaceae,Asphodellus,Anthyllis,Leguminosae,Galium,Rubiaceae,Brassicaceae,Acanthus,Blepharis,Justicia,Caryophylaceae,Chorcorus,Satureja,Swertia,Senecio,Heliotropium,Kohautia,Indigofera,Lamiaceae,Ranunculus,Thalictrum,Callytriche,Monoletes,Triletes,Cyperaceae,Typha,Botryococcus,Undetermined,Lycopodium,Lyc.conc
8.759,656,19,75,0,0,0,0,0,0,0,0,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,8,3,0,0,0,1,0,1,6,5,0,0,4,6,2,12,0,0,0,0,426,11,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,1,0,1,1,1,3,1,0,1,4,0,1,0,4,0,1,0,4,2,45,0,1779,0,184,31272
8.839,661,13,97,0,0,1,0,0,0,0,0,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,19,8,0,4,5,2,1,10,0,0,0,0,438,11,0,0,0,0,0,2,1,0,0,0,0,1,0,0,4,0,1,2,0,0,0,2,0,0,1,0,1,0,1,0,1,1,1,2,0,64,1,1815,2,160,31272
8.888,664,15,65,0,0,3,0,0,0,0,0,1,20,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,4,0,0,0,1,0,0,12,0,0,4,4,5,1,11,0,0,0,0,335,13,0,0,0,0,0,3,0,0,0,0,0,5,0,1,1,1,1,2,0,0,2,2,0,1,1,2,1,1,1,5,1,0,1,1,5,63,1,1650,3,170,31272
8.923,666,15,50,0,0,2,0,0,0,0,0,3,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,6,3,0,4,5,3,2,10,0,0,0,0,472,4,0,0,0,0,0,3,0,0,0,0,0,2,0,1,3,0,0,1,0,1,1,4,0,0,0,5,0,0,0,2,2,1,0,4,1,35,1,1604,2,148,31272
8.998,670,16,73,0,0,1,0,0,0,0,0,3,13,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,16,5,0,0,0,0,0,2,23,8,0,3,0,5,1,15,0,0,0,0,349,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,1,5,1,1,1,1,0,1,1,3,3,44,1,1291,1,165,31272
9.053,673,13,36,0,0,2,0,0,0,0,0,3,18,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,19,2,0,0,0,0,0,0,7,4,0,0,1,6,1,13,0,0,0,0,310,9,0,0,0,0,0,3,0,0,0,0,0,2,0,1,5,0,0,1,1,1,0,3,0,1,1,5,1,1,1,5,2,1,1,0,5,79,1,1555,4,178,31272
9.088,675,16,105,0,2,5,0,0,0,0,0,4,11,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,5,1,0,0,0,0,0,0,17,5,0,4,1,6,0,11,0,0,0,0,341,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,1,1,1,1,1,0,2,0,1,1,0,1,1,0,5,0,0,1,2,5,44,0,1429,2,236,31272
9.147,678,17,33,0,0,2,0,0,0,0,0,2,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,4,10,4,0,0,0,0,0,2,21,2,1,5,2,0,1,10,0,0,0,0,308,16,0,0,0,0,1,5,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,0,1,0,0,5,0,1,1,5,0,1,0,3,0,44,1,1194,0,112,31272
9.203,681,18,58,0,0,3,0,1,0,0,0,2,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,5,8,1,0,0,0,0,0,2,17,8,0,3,4,4,2,12,0,0,0,0,467,5,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,2,1,0,1,3,1,1,0,1,0,1,0,5,2,0,1,4,3,83,1,1325,5,159,31272
9.295,686,16,29,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,17,0,0,0,0,0,0,0,24,0,0,3,1,0,1,12,0,0,0,0,343,3,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,2,0,1,1,0,1,0,0,1,0,1,1,1,2,0,1,2,0,83,1,1845,1,100,31272
9.348,689,14,93,0,0,3,0,0,0,0,0,1,44,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,5,10,0,0,0,0,0,0,2,13,3,0,0,5,6,1,12,0,0,0,0,471,13,0,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,1,1,0,0,3,0,1,0,0,1,1,0,3,0,0,1,5,1,65,0,1507,4,175,31272
9.395,692,14,82,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,4,0,2,0,1,0,2,12,5,0,1,5,0,1,12,0,0,0,0,296,13,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,0,2,1,0,1,2,0,0,1,3,0,1,1,0,2,0,0,5,3,43,1,1361,1,189,31272
9.457,696,15,85,0,0,3,0,0,0,0,0,3,36,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,7,1,0,0,0,0,0,2,17,7,0,2,5,0,0,14,0,0,0,0,445,14,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,1,0,1,0,5,60,1,1765,4,210,31272
9.518,700,15,98,0,0,4,0,0,0,0,0,4,49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,12,4,0,0,0,0,0,1,8,2,0,2,4,1,0,14,0,0,0,0,387,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,1,1,2,1,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,91,1,1469,0,270,31272
9.583,704,16,107,0,0,2,0,0,0,0,0,3,30,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,5,0,0,0,0,0,0,15,7,0,5,1,1,0,12,0,0,0,0,344,17,0,0,0,0,0,5,0,0,0,0,0,1,0,1,5,1,1,1,0,1,1,2,1,1,0,1,1,1,0,2,2,0,1,0,5,118,0,909,5,294,31272
9.614,706,14,89,0,0,4,0,0,0,0,0,1,44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,3,5,0,0,0,0,0,0,22,1,0,2,2,2,2,12,0,0,0,0,377,16,0,0,0,0,0,0,2,0,0,0,0,4,0,0,5,1,1,0,1,0,0,4,0,0,0,5,0,0,1,2,1,0,0,1,1,111,0,999,5,188,31272
9.67,709,15,68,0,0,5,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,9,10,0,0,0,0,0,1,22,1,0,2,1,6,1,13,0,0,0,0,299,18,0,0,0,0,0,2,1,0,0,0,0,2,0,1,2,0,0,2,0,1,0,4,0,0,0,2,1,1,0,0,1,0,1,2,5,115,1,1006,4,214,31272
9.725,712,18,86,0,0,3,0,0,0,0,0,6,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,4,2,0,0,0,0,0,1,19,1,0,4,4,5,2,15,0,0,0,0,298,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,1,2,1,0,1,3,0,1,0,1,1,1,0,4,2,0,0,2,0,88,0,856,4,236,31272
9.814,717,17,75,0,0,3,0,0,0,0,0,4,36,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,10,5,0,0,0,0,0,2,10,8,0,0,2,2,2,11,0,0,0,0,291,9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,1,1,0,1,0,0,1,0,3,1,0,1,3,0,1,0,4,1,75,0,895,4,300,31272
9.852,719,18,198,0,0,6,0,0,0,0,0,2,37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,8,0,0,0,0,0,2,6,7,0,4,3,4,0,15,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,2,3,0,1,1,3,0,0,0,1,0,1,0,4,5,114,1,936,2,328,31272
9.868,720,12,58,0,0,6,0,0,0,0,0,4,50,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,6,0,0,0,0,0,0,2,7,0,1,1,0,2,11,0,0,0,0,161,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,5,0,1,0,1,0,0,1,0,5,122,0,1005,2,354,31272
9.963,728,11,78,0,0,0,0,0,0,0,0,0,50,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,1,0,0,0,0,0,0,11,6,0,7,8,3,2,15,0,0,0,0,189,19,0,0,0,0,0,2,0,0,0,0,0,4,0,1,3,1,1,0,0,0,1,3,0,1,0,1,0,0,1,4,1,1,1,3,5,85,1,1003,4,148,31272
10.036,734,10,45,0,0,4,0,0,0,1,0,4,38,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,8,0,0,0,0,0,1,9,7,0,19,8,1,1,21,0,0,0,0,125,8,1,0,0,0,0,1,0,0,0,0,0,3,0,1,4,0,1,2,1,1,2,4,1,1,0,5,1,0,1,4,2,1,1,0,1,101,1,998,1,321,31272
10.101,740,11,100,0,0,3,0,0,0,0,0,4,35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,9,0,0,18,20,6,0,18,0,0,0,0,132,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,1,1,1,1,0,1,5,1,0,1,0,0,0,0,3,2,0,1,5,4,103,1,946,5,214,31272
10.164,746,11,31,0,0,2,0,0,0,0,0,5,50,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,0,0,0,0,3,4,8,1,15,5,4,0,22,0,0,0,0,193,17,0,0,0,0,0,4,0,0,0,0,0,5,0,0,2,0,0,1,1,0,0,4,0,1,0,3,0,0,0,1,0,0,0,1,1,130,1,925,3,100,31272
10.224,752,11,54,0,0,4,0,0,0,0,0,2,44,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,1,0,1,4,8,0,1,10,0,0,22,0,0,0,0,204,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,1,0,4,1,1,0,0,0,0,1,2,3,121,0,1000,1,98,31272
10.276,757,10,67,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,5,3,6,0,7,13,6,2,23,0,0,0,0,207,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,3,1,1,0,3,1,0,1,3,4,118,0,973,2,104,31272
10.326,762,11,94,0,2,0,0,0,0,0,0,3,47,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,8,0,1,0,0,0,2,1,1,0,4,8,3,0,21,0,0,0,0,354,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,1,0,0,4,1,1,1,3,0,1,0,0,0,0,1,5,2,102,0,1681,5,115,31272
10.381,767,13,98,0,0,1,0,0,0,0,0,4,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,2,13,8,0,13,9,5,1,22,0,0,0,0,258,18,0,0,0,0,0,1,0,0,0,0,0,3,0,1,4,1,0,0,1,1,1,0,1,1,0,1,0,1,1,2,1,0,0,0,1,99,1,1369,1,203,31272
10.471,775,12,114,0,0,3,0,0,0,0,0,2,30,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,7,0,0,0,0,0,5,3,4,0,12,4,5,1,23,0,0,0,0,444,16,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,2,0,0,2,5,1,0,0,5,1,0,1,0,2,1,1,5,1,95,0,1383,4,175,31272
10.545,783,9,51,0,0,1,0,0,0,0,0,5,41,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,9,0,0,0,0,2,0,14,7,0,30,15,0,0,19,0,0,0,0,234,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,3,1,1,0,4,1,1,0,2,0,0,1,3,2,140,1,1204,4,152,31272
10.569,786,10,70,0,0,2,0,0,2,0,0,5,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,10,0,0,1,0,0,0,15,2,0,17,19,5,1,23,0,0,0,0,455,16,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,1,1,1,1,0,0,3,0,0,1,1,0,0,0,4,0,0,0,0,0,107,0,1256,0,158,31272
10.588,788,10,72,0,0,3,0,0,0,0,0,2,38,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,8,3,0,0,0,0,0,0,9,3,0,22,3,0,2,21,0,0,0,0,152,11,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,1,2,1,1,2,3,1,0,1,5,0,0,0,4,1,0,0,1,5,79,0,1244,0,184,31272
10.626,793,9,102,0,0,0,0,0,0,0,0,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,7,0,0,0,0,0,0,9,7,0,41,9,0,0,22,0,0,0,0,201,20,0,0,0,0,0,5,0,0,0,0,0,3,0,1,5,0,1,0,1,1,1,1,1,1,1,4,1,1,1,2,2,1,0,3,1,71,0,1571,0,168,31272
10.643,795,11,28,0,0,0,0,0,0,0,0,5,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,4,0,0,0,0,0,0,0,3,0,44,14,1,0,18,0,0,0,0,301,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,2,5,0,0,0,5,1,0,1,3,0,1,1,1,5,48,0,1188,2,114,31272
10.668,798,10,24,0,0,5,0,0,0,0,0,3,43,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8,7,0,0,0,0,0,0,0,4,0,15,14,0,1,19,0,0,0,0,441,15,0,0,0,0,0,1,2,0,0,0,0,3,0,1,1,0,1,1,1,1,1,5,1,1,0,3,1,1,0,1,0,0,0,4,2,50,1,1471,5,101,31272
10.717,804,10,60,0,0,3,0,0,0,0,0,0,42,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,3,0,16,20,4,1,16,0,0,0,0,382,14,0,0,0,0,0,5,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,2,1,0,0,0,1,0,1,1,2,0,0,5,2,31,0,1178,5,196,31272
10.768,810,7,8,0,0,2,0,0,0,0,0,5,32,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,4,1,0,45,18,2,1,20,0,0,0,0,205,18,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,1,1,0,0,0,0,3,1,1,1,0,1,0,1,3,2,1,0,1,4,58,0,1207,5,200,31272
10.779,812,4,96,0,0,0,0,0,0,0,0,5,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,13,7,0,40,19,5,0,19,0,0,0,0,244,20,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,0,0,2,0,0,0,4,1,0,1,2,0,0,0,3,0,1,1,1,5,69,0,1425,2,214,31272
10.8,815,6,87,0,0,3,0,0,0,0,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,1,0,0,0,0,0,0,2,5,1,45,13,5,0,19,0,0,0,0,275,12,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1,1,0,1,0,0,2,5,0,1,1,0,1,0,1,1,0,0,0,4,2,45,0,1660,2,259,31272
10.818,818,7,121,0,0,5,0,0,0,0,0,3,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,0,2,0,0,0,0,1,0,0,35,4,1,1,22,0,0,0,0,427,19,0,0,0,0,0,2,0,0,0,0,0,4,0,1,3,0,0,1,0,1,1,0,0,0,0,3,1,1,0,1,2,0,1,3,1,62,0,1183,5,321,31272
10.848,823,7,124,0,0,4,0,0,0,0,0,1,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,2,0,0,0,0,0,0,0,1,0,21,4,2,1,17,0,0,0,0,280,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,1,2,4,1,0,0,3,0,0,0,4,2,0,0,2,2,36,0,1416,3,287,31272
10.863,826,6,76,0,0,1,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,0,0,0,0,0,0,1,0,0,22,19,2,0,15,0,0,0,0,145,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,1,1,2,0,0,0,2,0,0,1,3,0,1,0,3,1,0,1,2,2,70,1,1434,1,145,31272
10.89,830,5,58,0,0,0,0,0,0,0,0,2,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0,1,6,0,27,0,3,1,20,0,0,0,0,296,13,0,0,0,0,1,3,0,0,0,0,0,1,0,1,5,1,0,0,1,1,1,0,0,1,1,3,1,0,0,2,0,1,1,0,3,39,0,1153,3,256,31272
10.914,834,6,65,0,0,5,0,0,0,0,0,5,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,18,4,0,0,0,0,0,0,1,6,0,26,8,5,2,19,0,0,0,0,424,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,2,3,0,0,1,4,1,0,1,3,1,0,0,5,2,47,1,1241,2,263,31272
10.943,839,5,48,0,0,5,0,0,0,0,0,0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,2,0,0,0,0,0,0,2,7,0,23,4,6,0,20,0,0,0,0,260,19,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,1,0,0,2,4,1,1,1,5,1,1,0,3,0,1,0,2,0,42,1,1388,1,196,31272
10.979,845,8,32,0,1,5,0,0,0,0,0,4,49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,2,7,0,37,29,2,0,18,0,0,0,0,139,11,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,0,1,0,2,3,1,1,0,2,1,1,0,3,0,0,0,0,0,55,1,1746,0,300,31272
11.018,852,6,14,0,0,2,0,0,2,1,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,1,0,0,0,0,0,3,0,38,30,0,1,15,0,0,0,0,306,18,0,0,0,0,0,4,0,0,0,0,0,1,0,1,5,1,1,1,0,0,2,0,1,1,0,2,1,0,1,0,0,1,0,5,0,22,1,1834,3,321,31272
11.071,861,8,4,0,0,0,0,0,0,0,1,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,1,3,0,44,27,1,1,22,0,0,0,0,414,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,1,0,0,1,0,1,1,0,1,0,1,1,2,2,1,0,0,2,33,1,1109,0,345,31272
11.129,870,5,21,0,0,3,0,0,0,2,0,3,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,4,0,0,0,0,0,0,2,8,0,24,20,4,2,23,0,0,0,0,419,19,0,0,0,0,0,4,1,0,0,0,0,2,0,1,1,0,1,1,0,1,1,0,0,1,0,2,0,0,0,2,2,1,0,5,5,58,1,1232,1,289,31272
11.196,884,6,17,0,0,0,0,0,0,0,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,1,0,1,3,0,15,30,2,2,17,0,0,0,0,244,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,1,0,1,4,0,1,0,5,1,1,0,2,4,51,0,1209,2,259,31272
11.226,890,6,8,0,0,3,0,0,0,0,0,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,0,0,0,0,0,0,1,5,0,31,26,6,0,21,0,0,0,0,307,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,4,0,1,0,2,0,0,1,0,1,0,1,3,0,56,0,823,5,278,31272
11.323,904,11,14,0,0,0,0,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,1,0,17,26,6,1,19,0,0,0,0,213,11,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,1,1,1,2,2,0,0,0,4,0,1,0,0,1,0,0,2,1,45,1,931,3,253,31272
