kaBP,depth,accrate,Erica,Allophylus,Acacia,Combretum,Commiphora,Cussonia,Dobera,Lannea,Macaranga,Olea,Podocarpus,Phoenix,Rhus,Securinega,Teclea,Zanthoxylum,Melastomataceae,Cassia,Capparidaceae,Maytenus,Acalypha,Euphorbia,Euphorbiacea,Phyllantus,Tamarindus,Buxus,Psydrax,Celastraceae,Celtis,Alchornea,Dodonaea,Ekebergia,Ephedra,Ficus,Ilex,Clematis,Euclea,Hagenia,Juniperus,Myrica,Myrsine,Rapanea,Rosa,Schefflera,Hypoestes,Hypericum,Anthospermum,Alchemilla,Aloe,Chenopodiaceae,Artemisia,Cichoroideae,Aster,Asteroideae,Carduus,Cerastium,Cerealia,Plantago,Poaceae,Asteraceae,Vernonia,Rumex,Polygonum,Solanum,Tribulus,Apiaceae,Urticaceae,Ziziphus,Brucea,Ricinus,Sapotaceae,Iridaceae,Asphodellus,Anthyllis,Leguminosae,Galium,Rubiaceae,Brassicaceae,Acanthus,Blepharis,Justicia,Caryophylaceae,Chorcorus,Satureja,Swertia,Senecio,Heliotropium,Kohautia,Indigofera,Lamiaceae,Ranunculus,Thalictrum,Callytriche,Monoletes,Triletes,Cyperaceae,Typha,Botryococcus,Undetermined,Lycopodium,Lyc.conc
11.431,911,11,7,0,1,3,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,0,0,0,0,0,0,2,6,0,33,28,6,1,17,0,0,0,0,192,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,2,1,1,2,1,0,1,0,5,0,0,1,4,0,0,0,4,2,61,0,800,0,452,31272
11.593,920,16,6,0,2,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,1,7,0,45,34,0,0,15,0,0,0,0,297,20,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,2,0,1,0,3,1,0,1,2,1,1,1,3,4,30,0,1174,4,405,31272
11.698,927,12,10,0,1,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,3,0,23,21,1,2,23,0,0,0,0,239,9,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,1,1,1,2,0,1,0,0,1,0,1,4,1,0,1,1,0,55,1,1211,1,419,31272
11.792,933,17,5,0,3,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,1,0,44,23,4,2,23,0,0,0,0,196,6,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,1,0,0,0,1,2,3,0,1,1,2,1,0,1,1,1,0,0,2,5,58,1,1526,4,457,31272
11.877,938,17,17,0,0,1,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,8,0,0,1,0,0,0,0,0,3,0,29,33,5,1,17,0,0,0,0,169,10,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,1,1,2,0,0,1,5,0,1,0,2,0,1,0,2,2,1,1,4,3,23,1,1733,2,324,31272
11.992,944,21,14,0,0,4,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,5,0,37,30,5,1,20,0,0,0,0,134,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1,0,0,1,2,1,0,1,5,0,1,0,5,3,40,0,1292,2,410,31272
12.158,953,18,10,0,0,3,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,3,0,0,0,0,0,0,1,6,1,37,23,2,2,16,0,0,0,0,233,16,1,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,1,2,0,1,0,5,0,1,0,5,0,0,1,3,0,0,1,0,0,45,0,1554,2,600,31272
12.26,959,17,9,0,0,3,0,0,0,0,0,5,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,3,0,0,0,0,0,0,2,8,0,34,25,5,1,15,0,0,0,0,290,8,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,1,1,1,1,0,3,0,1,1,0,0,1,1,0,0,0,1,4,2,61,0,1288,5,534,31272
12.315,962,20,21,0,0,1,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,2,0,0,0,0,0,0,2,14,0,33,10,2,0,19,0,0,0,0,305,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,1,0,1,0,1,0,1,0,3,1,0,0,4,4,27,1,1664,3,621,31272
12.389,966,20,12,0,0,3,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,2,0,0,0,0,0,0,1,15,0,19,12,4,0,16,0,0,0,0,373,10,0,0,0,0,0,2,0,0,0,0,0,2,0,1,5,1,0,0,1,1,2,3,0,1,1,1,0,1,1,5,0,1,0,3,2,31,0,1406,3,700,31272
12.463,970,19,10,0,0,2,0,0,0,0,0,3,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,0,0,0,0,8,0,21,12,6,0,17,0,0,0,0,373,19,0,0,0,0,0,3,0,0,0,0,0,4,0,1,2,1,1,0,0,0,0,3,0,0,0,3,0,1,1,0,2,1,0,0,3,25,1,1706,2,541,31272
12.556,975,19,12,0,0,0,0,0,0,0,0,3,44,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,11,0,34,9,2,1,16,0,0,0,0,355,13,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,1,0,1,0,1,0,5,0,0,1,0,1,1,1,2,1,0,1,4,0,72,0,1454,5,637,31272
12.615,978,21,9,0,1,0,0,0,0,0,0,2,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,0,2,0,2,12,0,29,32,6,2,17,0,0,0,0,195,13,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,5,1,1,1,4,1,0,1,2,0,0,1,2,1,70,1,1783,1,410,31272
12.695,982,21,18,0,0,2,0,0,0,0,0,1,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,12,1,0,0,0,0,0,0,0,6,0,33,8,3,1,15,0,0,0,0,136,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,1,0,0,4,1,1,1,4,0,1,0,5,1,0,1,5,2,50,0,1673,1,328,31272
12.759,985,20,15,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,0,0,0,0,0,0,1,11,0,27,11,0,1,19,0,0,0,0,367,11,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,2,1,0,0,2,1,0,0,1,0,1,1,5,0,0,1,3,2,70,1,1315,1,547,31272
12.802,987,19,3,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,0,0,0,0,0,2,18,0,17,12,2,0,23,0,0,0,0,278,9,0,0,0,0,0,5,1,0,0,0,0,5,0,1,5,0,0,2,1,1,2,0,1,1,1,0,0,1,1,1,0,1,0,5,1,68,0,1437,0,774,31272
12.867,990,6,11,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,2,0,0,0,0,0,0,1,7,0,34,5,1,1,21,0,0,0,0,297,20,0,0,0,0,0,4,0,0,0,0,0,2,0,1,5,1,0,2,0,1,0,5,0,1,0,4,0,0,1,0,2,1,0,3,3,76,1,1382,5,681,31272
12.883,993,7,17,0,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,1,15,0,25,9,3,0,18,0,0,0,0,360,15,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,4,0,0,1,4,0,1,1,4,0,1,0,0,1,78,0,1784,1,1280,31272
12.902,997,7,8,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,10,1,0,0,0,0,0,0,0,7,0,40,10,0,1,15,0,0,0,0,372,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,0,5,1,0,1,5,5,72,0,1597,3,412,31272
12.924,1001,7,10,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,4,0,0,0,0,0,0,2,9,0,44,7,2,1,22,0,0,0,0,451,14,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,4,0,1,1,2,0,0,0,2,1,0,1,2,0,90,1,1528,4,325,31272
12.947,1005,8,6,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,18,2,0,0,0,0,0,0,0,16,0,28,8,6,1,19,0,0,0,0,417,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,1,0,3,1,1,0,1,1,0,1,0,0,1,1,4,3,117,1,1750,5,415,31272
12.97,1009,7,8,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,1,8,0,15,10,5,2,19,0,0,0,0,424,10,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,5,0,1,0,1,1,86,0,1736,2,350,31272
12.99,1012,9,11,0,0,1,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,17,0,32,11,0,1,23,0,0,0,0,218,4,0,0,0,0,0,5,0,0,0,0,0,2,0,1,2,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,2,1,90,0,1259,5,589,31272
13.008,1015,10,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,17,2,0,0,0,0,0,0,0,13,0,43,16,5,1,13,0,0,0,0,150,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,1,2,0,1,0,1,0,0,0,2,0,1,1,2,2,0,0,2,4,95,1,1490,5,1741,31272
13.027,1018,8,8,0,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,0,0,0,0,0,0,0,1,0,23,8,2,1,4,0,0,0,0,316,4,0,0,0,0,1,4,0,0,0,0,0,1,0,0,5,1,0,2,0,0,0,3,0,1,1,4,1,0,0,5,2,1,0,5,4,93,0,1524,2,714,31272
13.042,1021,2,19,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,15,2,0,0,0,0,0,0,0,5,0,103,9,6,2,8,0,0,0,0,419,9,0,0,0,0,0,2,0,0,0,0,0,4,0,1,3,1,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,3,5,78,0,900,5,874,31272
13.055,1025,2,5,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,19,3,0,0,0,0,0,0,1,6,0,105,12,1,1,10,0,0,0,0,164,4,0,0,0,0,0,5,0,0,0,0,0,5,0,1,5,0,0,0,0,1,2,4,0,0,0,1,1,0,0,0,0,0,0,5,1,97,1,890,1,354,31272
13.063,1028,3,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,20,0,0,0,0,0,1,0,1,5,0,125,11,0,1,22,0,0,0,0,367,12,0,0,0,0,0,2,1,0,0,0,0,4,0,1,2,0,1,2,0,1,2,1,1,1,0,2,0,1,1,5,1,0,0,2,3,83,0,900,2,828,31272
13.073,1031,4,9,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,2,0,0,0,0,0,0,0,4,0,131,8,6,0,8,0,0,0,0,186,8,0,0,0,0,0,4,0,0,0,0,0,1,0,0,4,0,1,0,0,1,2,4,0,1,0,0,1,1,1,4,2,1,1,2,1,97,1,981,3,415,31272
13.082,1034,4,11,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,19,0,0,0,0,0,0,0,2,3,0,134,9,4,0,4,0,0,0,0,386,9,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,2,1,1,0,0,0,0,1,4,2,1,0,2,3,84,1,830,2,672,31272
13.092,1037,3,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,18,3,0,0,0,0,0,0,0,4,0,136,2,6,2,23,0,0,0,0,224,5,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,4,4,93,1,880,4,574,31272
13.104,1041,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,0,118,3,0,0,8,0,0,0,0,137,3,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,1,0,1,0,1,0,3,0,1,1,2,0,1,0,5,0,1,0,2,0,122,0,883,3,625,31272
13.116,1045,2,16,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,16,2,0,0,0,0,0,0,1,1,0,136,8,1,0,2,0,0,0,0,353,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2,0,1,2,5,1,1,0,0,0,1,1,1,2,0,0,2,0,104,0,882,5,846,31272
13.131,1050,3,8,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,17,0,0,0,0,0,0,0,2,1,0,110,6,5,1,16,0,0,0,0,231,6,0,0,0,0,0,4,0,0,0,0,0,5,0,1,3,0,0,1,1,1,0,5,1,1,0,4,1,1,0,3,0,0,0,5,0,71,1,910,3,417,31272
13.151,1056,3,7,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,3,15,1,0,0,0,0,0,0,1,1,1,120,1,0,0,24,0,0,0,0,373,9,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,1,2,0,0,2,3,1,1,0,1,0,0,0,3,0,0,1,2,5,73,1,948,2,240,31272
13.165,1060,3,11,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,16,4,0,0,0,0,0,0,2,3,0,106,6,6,1,8,0,0,0,0,183,5,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,1,1,2,0,1,2,5,1,1,1,5,1,0,1,2,1,1,0,3,0,103,0,962,0,321,31272
13.178,1064,3,9,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,16,3,0,0,0,0,0,0,2,5,0,131,8,5,0,7,0,0,0,0,425,5,1,0,0,0,0,3,1,0,0,0,0,3,0,1,3,1,1,2,1,0,1,4,1,1,1,4,0,1,0,1,0,0,1,3,2,124,0,910,5,145,31272
13.205,1072,3,18,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,19,1,0,0,0,0,0,0,1,6,0,133,19,3,2,6,0,0,0,0,248,8,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,1,1,0,2,0,1,1,4,1,1,0,3,5,95,0,962,0,1649,31272
13.234,1081,3,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,17,2,0,0,0,0,0,0,0,4,0,99,20,3,1,5,0,0,0,0,392,4,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,1,1,0,1,1,5,1,1,1,1,0,0,1,0,1,1,0,3,0,77,0,955,4,458,31272
13.264,1091,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,17,1,0,1,0,0,0,0,0,3,0,128,16,4,0,4,0,0,0,0,446,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,1,1,2,0,1,0,5,1,0,0,2,1,66,1,987,5,421,31272
13.286,1098,4,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,16,2,0,0,0,0,0,0,2,0,0,108,5,0,2,4,0,0,0,0,450,8,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,1,1,1,1,0,0,4,0,0,0,3,1,1,1,4,2,1,0,5,3,37,0,938,0,458,31272
13.302,1103,3,8,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,15,3,0,0,0,0,0,0,0,4,0,144,21,6,0,20,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,4,1,1,1,0,2,0,1,2,1,63,1,920,5,426,31272
13.324,1110,4,10,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,17,0,0,0,0,0,0,0,1,3,0,90,14,1,1,16,0,0,0,0,225,8,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,1,1,0,1,0,2,5,1,1,0,3,1,1,0,2,2,1,1,1,1,39,0,967,5,1703,31272
13.359,1116,5,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,19,3,0,0,0,0,0,0,1,0,0,127,11,1,1,23,0,0,0,0,319,10,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,5,2,0,0,3,1,71,1,978,3,845,31272
13.379,1119,4,5,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,19,4,0,0,0,0,0,0,1,0,0,101,8,0,0,20,0,0,0,0,193,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,5,0,1,0,5,1,1,0,0,2,0,1,3,3,34,0,968,3,758,31272
13.397,1122,5,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,15,0,0,0,0,0,0,0,0,3,0,111,17,4,0,19,0,0,0,0,406,11,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,2,24,1,887,2,856,31272
13.425,1127,5,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,15,0,0,0,0,0,1,0,2,4,0,94,18,5,1,13,0,0,0,0,332,3,0,0,0,0,0,5,0,0,0,0,0,4,0,1,1,1,0,2,1,1,0,3,1,0,1,3,0,0,0,3,2,0,0,3,4,65,0,885,2,569,31272
13.447,1131,4,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,16,1,0,0,0,0,0,0,2,2,0,108,15,5,1,4,0,0,0,0,301,14,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,2,0,0,0,0,70,0,904,4,741,31272
13.474,1136,5,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,17,4,0,0,0,0,0,0,2,1,0,98,12,1,2,14,0,0,0,0,413,13,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,2,3,1,0,0,2,0,0,0,1,2,0,0,2,0,52,0,971,5,721,31272
13.49,1139,5,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,17,4,0,0,0,0,0,0,2,4,0,97,0,6,1,20,0,0,0,0,410,35,0,0,0,0,0,3,0,0,0,0,0,4,0,1,2,0,0,1,1,1,0,2,1,1,1,4,0,1,1,4,1,1,0,3,0,61,0,979,5,852,31272
13.518,1143,8,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,18,4,0,0,0,0,0,0,1,4,0,125,5,5,0,22,0,0,0,0,319,33,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,1,1,1,0,2,1,0,0,2,1,1,0,4,0,57,1,945,1,697,31272
13.574,1150,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,19,3,0,0,0,0,0,0,0,3,0,108,17,0,2,0,0,0,0,0,411,16,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,1,0,1,0,1,0,0,0,0,1,4,0,0,1,5,2,0,0,1,4,74,0,930,3,745,31272
13.7,1166,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,20,1,0,0,0,0,0,0,0,0,1,92,21,6,0,23,0,0,0,0,349,14,0,0,0,0,0,2,0,0,0,0,0,4,0,1,4,0,1,1,1,1,1,0,1,0,1,3,1,1,0,0,0,0,0,1,0,37,0,945,1,869,31272
